TCC11/2DF,"TUBO DE A/C C/C DE 048.3 MM. CED. 7 LISO (1 1/2"") SPS",
TCC2DF,"TUBO DE A/C C/C DE 060.3 MM. CED. 7 LISO (2"") SPS",
TCC3DF,"TUBO DE A/C C/C DE 088.9 MM. CED. 7 LISO (3"") SPS",
TCC4DFRA,"TUBO DE A/C C/C DE 114.3 MM. CED. 7 RAN. (4"") DF",
TCC11/4DFRA,"TUBO DE A/C C/C DE 042.2 MM. CED. 7 RAN. (1 1/4"") DF",
TCC2DFRA,"TUBO DE A/C C/C DE 060.3 MM. CED. 7 RAN. (2"") DF",
TCC21/2DFRA,"TUBO DE A/C C/C DE 073.0 MM. CED. 7 RAN. (2 1/2"") DF",
TCC3DFRA,"TUBO DE A/C C/C DE 088.9 MM. CED. 7 RAN. (3"") DF",
TCC410RA,"TUBO DE A/C C/C DE 114.3 X 03.0 MM. RAN. UL/FM (4"" CED. 10)",
TCC610RA,"TUBO DE A/C C/C DE 168.1 X 03.4 MM. RAN. UL/FM (6"" CED. 10)",
TCC210RA,"TUBO DE A/C C/C DE 060.3 X 02.8 MM. RAN. (2"" CED. 10)",
TCC21/210RA,"TUBO DE A/C C/C DE 073.0 X 03.0 MM. RAN. (2 1/2"" CED. 10)",
TCC310RA,"TUBO DE A/C C/C DE 088.9 X 03.0 MM. RAN. UL/FM (3"" CED. 10)",
TCC410,"TUBO DE A/C C/C DE 114.3 X 03.0 MM. LISO (4"" CED. 10) SPS",
TCC610,"TUBO DE A/C C/C DE 168.3 X 03.4 MM. LISO (6"" CED. 10) SPS",
TCC810,"TUBO DE A/C C/C DE 219.1 X 04.7 MM. RAN. (8"" CED. 10) SPS",
TCC11/410RA,"TUBO DE A/C C/C DE 042.2 X 02.8 MM. RAN. (1 1/4"" CED. 10) ",
TCC11/210,"TUBO DE A/C C/C DE 048.3 X 02.8 MM. LISO (1 1/2"" CED. 10) SPS",
TCC210,"TUBO DE A/C C/C DE 060.3 X 02.8 MM. LISO (2"" CED. 10) SPS",
TCC21/210,"TUBO DE A/C C/C DE 073.0 X 03.0 MM. LISO (2 1/2"" CED. 10) SPS",
TCC310,"TUBO DE A/C C/C DE 088.9 X 03.0 MM. LISO (3"" CED. 10) SPS",
TCC1BLT,"TUBO DE A/C C/C DE 033.4 MM. LISO (1"") BLT",
TCC11/4BLT,"TUBO DE A/C C/C DE 042.2 MM. LISO (1 1/4"") BLT",
TCC11/2BLT,"TUBO DE A/C C/C DE 048.3 MM. LISO (1 1/2"") BLT",
TCC340GRA,"TUBO DE ACERO AL CARBON CON COSTURA DE 088.9 X 05.5 MM. GALV. RAN. (3"" CED. 40)",
TCC440GL,"TUBO DE ACERO AL CARBON CON COSTURA DE 114.3 X 06.0 MM. GALV. LISO (4"" CED. 40)",
TCC640GL,"TUBO DE ACERO AL CARBON CON COSTURA DE 168.3 X 07.1 MM. GALV. LISO (6"" CED. 40)",
TCC840GL,"TUBO DE ACERO AL CARBON CON COSTURA DE 219.1 X 08.2 MM. GALV. LISO (8"" CED. 40)",
TCC3/480GL,"TUBO DE ACERO AL CARBON CON COSTURA DE 026.7 X 03.9 MM. GALV. LISO (3/4"" CED. 80)",
TCC180GL,"TUBO DE ACERO AL CARBON CON COSTURA DE 033.4 X 04.6 MM. GALV. LISO (1"" CED. 80)",
TCC240GL,"TUBO DE ACERO AL CARBON CON COSTURA DE 060.3 X 03.9 MM. GALV. LISO (2"" CED. 40)",
TCC21/240GL,"TUBO DE ACERO AL CARBON CON COSTURA DE 073.0 X 05.2 MM. GALV. LISO (2 1/2"" CED. 40)",
TCC340GL,"TUBO DE ACERO AL CARBON CON COSTURA DE 088.9 X 05.5 MM. GALV. LISO (3"" CED. 40)",
TCC440GR,"TUBO DE ACERO AL CARBON CON COSTURA DE 114.3 X 06.0 MM. GALV. ROSC. (4"" CED. 40)",
TCC1/240GR,"TUBO DE ACERO AL CARBON CON COSTURA DE 021.3 X 02.8 MM. GALV. ROSC. (1/2"" CED. 40)",
TCC3/440GR,"TUBO DE ACERO AL CARBON CON COSTURA DE 026.7 X 02.9 MM. GALV. ROSC. (3/4"" CED. 40)",
TCC140GR,"TUBO DE ACERO AL CARBON CON COSTURA DE 033.4 X 03.4 MM. GALV. ROSC.(1"" CED. 40)",
TCC11/440GR,"TUBO DE ACERO AL CARBON CON COSTURA DE 042.2 X 03.6 MM. GALV. ROSC. (1 1/4"" CED. 40)",
TCC11/240GR,"TUBO DE ACERO AL CARBON CON COSTURA DE 048.3 X 03.7 MM. GALV. ROSC. (1 1/2"" CED. 40)",
TCC240GR,"TUBO DE ACERO AL CARBON CON COSTURA DE 060.3 X 03.9 MM. GALV. ROSC. (2"" CED. 40)",
TCC21/240GR,"TUBO DE ACERO AL CARBON CON COSTURA DE 073.0 X 05.2 MM. GALV. ROSC. (2 1/2"" CED. 40)",
TCC340GR,"TUBO DE ACERO AL CARBON CON COSTURA DE 088.9 X 05.5 MM. GALV. ROSC. (3"" CED. 40)",
TCC440R,"TUBO DE ACERO AL CARBON CON COSTURA DE 114.3 X 06.0 MM. ROSC. (4"" CED. 40)",
TCC1/440,"TUBO DE ACERO AL CARBON CON COSTURA DE 013.7 X 02.2 MM. (1/4"" CED. 40)",
TCC1/240R,"TUBO DE ACERO AL CARBON CON COSTURA DE 021.3 X 02.8 MM. ROSC. (1/2"" CED. 40)",
TCC3/440R,"TUBO DE ACERO AL CARBON CON COSTURA DE 026.7 X 02.9 MM. ROSC. (3/4"" CED. 40)",
TCC3/480R,"TUBO DE ACERO AL CARBON CON COSTURA DE 026.7 X 03.9 MM. ROSC. (3/4"" CED. 80)",
TCC140R,"TUBO DE ACERO AL CARBON CON COSTURA DE 033.4 X 03.4 MM. ROSC. (1"" CED. 40)",
TCC11/440R,"TUBO DE ACERO AL CARBON CON COSTURA DE 042.2 X 03.6 MM. ROSC. (1 1/4"" CED. 40)",
TCC11/240R,"TUBO DE ACERO AL CARBON CON COSTURA DE 048.3 X 03.7 MM. ROSC. (1 1/2"" CED. 40)",
TCC240R,"TUBO DE ACERO AL CARBON CON COSTURA DE 060.3 X 03.9 MM. ROSC. (2"" CED. 40)",
TCC340R,"TUBO DE ACERO AL CARBON CON COSTURA DE 088.9 X 05.5 MM. ROSC. (3"" CED. 40)",
TCC640TM,"COD. ART. R001320001 TUBO DE ACERO AL CARBON CON COSTURA CED. 40 ASTM-A-53 GR. B DE 6"" DE DIAMETRO",
TCC140TM,"COD. ARTR01060002 TUBO DE ACERO AL CARBON CON COSTURA CED. 40 ASTM-A-53 GR. A DE 1"" DE DIAMETRO",
TCC11/240TM,"COD. ART. R01080001 TUBO DE ACERO AL CARBON CON COSTURA CED. 40 ASTM-A-53 GR. A DE 1 1/2"" DE DIAMETRO",
TCC11/440TM,"COD. ART. R01070002 TUBO DE ACERO AL CARBON CON COSTURA CED. 40 ASTM-A-53 GR. A DE 1 1/4"" DE DIAMETRO",
TCC180TM,"COD. ART. R03060004 TUBO DE ACERO AL CARBON CON COSTURA CED. 80 ASTM-A-53 GR. A DE 1"" DE DIAMETRO",
TCC21/240TM,"COD. ART. R01100001 TUBO DE ACERO AL CARBON CON COSTURA CED. 40 ASTM-A-53 GR. A DE 2 1/2"" DE DIAMETRO",
TCC280TM,"COD. ART. R03090002 TUBO DE ACERO AL CARBON CON COSTURA CED. 80 ASTM-A-53 GR. A DE 2"" DE DIAMETRO",
TCC240TM,"COD. ART. R01090004 TUBO DE ACERO AL CARBON CON COSTURA CED. 40 ASTM-A-53 GR. A DE 2"" DE DIAMETRO",
TCC3/480TM,"COD. ART. R03050003 TUBO DE ACERO AL CARBON CON COSTURA CED. 80 ASTM-A-53 Gr. A DE 3/4"" DE DIAMETRO",
TCC440TM,"COD. ART. R01300002 TUBO DE ACERO AL CARBON CON COSTURA CED. 40 ASTM-A-53 GR. A DE 4"" DE DIAMETRO",
TCC11/480TM,COD. ART. R03070003 TUBO DE ACERO AL CARBON CON COSTURA CED. 80 ASTM-A-53 GR. A DE 1 1/4 DE DIAMETRO,
TCC1/280TM,"COD. ART. R03040003 TUBO DE ACERO AL CARBON CON COSTURA CED. 80 ASTM-A-53 GR. A DE 1/2"" DE DIAMETRO",
TCC440,"TUBO DE ACERO AL CARBON CON COSTURA DE 114.3 X 06.0 MM. (4"" CED. 40)",
TCC540,"TUBO DE ACERO AL CARBON CON COSTURA DE 141.3 X 06.5 MM. (5"" CED. 40)",
TCC6X6.3,"TUBO DE ACERO AL CARBON CON COSTURA DE 168.3 X 06.3 MM. (6"" X .250"")",
TCC640,"TUBO DE ACERO AL CARBON CON COSTURA DE 168.3 X 07.1 MM. (6"" CED. 40)",
TCC1/240,"TUBO DE ACERO AL CARBON CON COSTURA DE 021.3 X 02.8 MM. (1/2"" CED. 40)",
TCC1/280,"TUBO DE ACERO AL CARBON CON COSTURA DE 021.3 X 03.7 MM. (1/2"" CED. 80)",
TCC840,"TUBO DE ACERO AL CARBON CON COSTURA DE 219.1 X 08.2 MM. (8"" CED. 40)",
TCC3/440,"TUBO DE ACERO AL CARBON CON COSTURA DE 026.7 X 02.9 MM. (3/4"" CED. 40)",
TCC3/480,"TUBO DE ACERO AL CARBON CON COSTURA DE 026.7 X 03.9 MM. (3/4"" CED. 80)",
TCC1020,"TUBO DE ACERO AL CARBON CON COSTURA DE 273.1 X 06.3 MM. (10"" CED. 20)",
TCC1040,"TUBO DE ACERO AL CARBON CON COSTURA DE 273.1 X 09.3 MM. (10"" CED. 40)",
TCC1240,"TUBO DE ACERO AL CARBON CON COSTURA DE 324 X 10.3 MM. (12"" CED. 40)",
TCC1220,"TUBO DE ACERO AL CARBON CON COSTURA DE 324 X 06.3 MM. (12"" CED. 20)",
TCC12X9.5,"TUBO DE ACERO AL CARBON CON COSTURA DE 324 X 09.5 MM. (12"" X 3/8"")",
TCC140,"TUBO DE ACERO AL CARBON CON COSTURA DE 033.4 X 03.4 MM. (1"" CED. 40)",
TCC180,"TUBO DE ACERO AL CARBON CON COSTURA DE 033.4 X 04.6 MM. (1"" CED. 80)",
TCC1440,"TUBO DE ACERO AL CARBON CON COSTURA DE 356 X 11.1 MM. (14"" CED. 40)",
TCC1430,"TUBO DE ACERO AL CARBON CON COSTURA DE 356 X 09.5 MM. (14"" CED. 30)",
TCC1640,"TUBO DE ACERO AL CARBON CON COSTURA DE 406 X 12.7 MM. (16"" CED. 40)",
TCC1630,"TUBO DE ACERO AL CARBON CON COSTURA DE 406 X 09.5 MM. (16"" CED. 30)",
TCC11/440,"TUBO DE ACERO AL CARBON CON COSTURA DE 042.2 X 03.6 MM. (1 1/4"" CED. 40)",
TCC18X9.5,"TUBO DE ACERO AL CARBON CON COSTURA DE 457 X 09.5 MM. (18"" X 3/8"")",
TCC11/240,"TUBO DE ACERO AL CARBON CON COSTURA DE 048.3 X 03.7 MM. (1 1/2"" CED. 40)",
TCC11/280,"TUBO DE ACERO AL CARBON CON COSTURA DE 048.3 X 05.1 MM. (1 1/2"" CED. 80)",
TCC2010,"TUBO DE ACERO AL CARBON CON COSTURA DE 508 X 06.3 MM. (20"" CED. 10)",
TCC240,"TUBO DE ACERO AL CARBON CON COSTURA DE 060.3 X 03.9 MM. (2"" CED. 40)",
TCC280,"TUBO DE ACERO AL CARBON CON COSTURA DE 060.3 X 05.5 MM. (2"" CED. 80)",
TCC21/240,"TUBO DE ACERO AL CARBON CON COSTURA DE 073.0 X 05.2 MM. (2 1/2"" CED. 40)",
TCC30X12.7,"TUBO DE ACERO AL CARBON CON COSTURA DE 762 X 12.7 MM. (30"" CED 20)",
TCC340,"TUBO DE ACERO AL CARBON CON COSTURA DE 088.9 X 05.5 MM. (3"" CED. 40)",
TCC21/2EFBM,"TUBO DE A/C C/C DE 073.0 MM. LISO (2 1/2"") EDDYFLOW",
TSC1/2160GL,"TUBO DE ACERO AL CARBON SIN COSTURA 021.3 X 04.9 MM. GALV. LISO (1/2"" CED. 160)",
TSC1160GL,"TUBO DE ACERO AL CARBON SIN COSTURA 033.4 X 06.4 MM. GALV. LISO (1"" CED. 160)",
TSC11/2160GL,"TUBO DE ACERO AL CARBON SIN COSTURA 048.3 X 07.1 MM. GALV. LISO (1 1/2"" CED. 160)",
TSC2160GL,"TUBO DE ACERO AL CARBON SIN COSTURA 060.3 X 08.7 MM. GALV. LISO (2"" CED. 160)",
TSC3160GL,"TUBO DE ACERO AL CARBON SIN COSTURA 088.9 X 11.13 MM. GALV. LISO (3"" CED. 160)",
TSC440GL,"TUBO DE ACERO AL CARBON SIN COSTURA 114.3 X 06.0 MM. GALV. LISO (4"" CED. 40)",
TSC1/280GL,"TUBO DE ACERO AL CARBON SIN COSTURA 021.3 X 03.7 MM. GALV. LISO (1/2"" CED. 80)",
TSC3/480GL,"TUBO DE ACERO AL CARBON SIN COSTURA 026.7 X 03.9 MM. GALV. LISO (3/4"" CED. 80)",
TSC3/4160GL,"TUBO DE ACERO AL CARBON SIN COSTURA 026.7 X 05.6 MM. GALV. LISO (3/4"" CED.160)",
TSC180GL,"TUBO DE ACERO AL CARBON SIN COSTURA 033.4 X 04.6 MM. GALV. LISO (1"" CED. 80)",
TSC11/280GL,"TUBO DE ACERO AL CARBON SIN COSTURA 048.3 X 05.1 MM. GALV. LISO (1 1/2"" CED. 80)",
TSC280GL,"TUBO DE ACERO AL CARBON SIN COSTURA 060.3 X 05.5 MM. GALV. LISO (2"" CED. 80)",
TSC21/240GL,"TUBO DE ACERO AL CARBON SIN COSTURA 073.0 X 05.2 MM. GALV. LISO (2 1/2"" CED. 40)",
TSC380GL,"TUBO DE ACERO AL CARBON SIN COSTURA 088.9 X 07.6 MM. GALV. LISO (3"" CED. 80)",
TSC3/480GR,"TUBO DE ACERO AL CARBON SIN COSTURA 026.7 X 03.9 MM. GALV. ROSC. (3/4"" CED. 80)",
TSC180GR,"TUBO DE ACERO AL CARBON SIN COSTURA 033.4 X 04.6 MM. GALV. ROSC. (1"" CED. 80)",
TSC11/280GR,"TUBO DE ACERO AL CARBON SIN COSTURA 048.3 X 05.1 MM. GALV. ROSC. (1 1/2"" CED. 80)",
TSC280GR,"TUBO DE ACERO AL CARBON SIN COSTURA 060.3 X 05.5 MM. GALV. ROSC. (2"" CED. 80)",
TSC1/280R,"TUBO DE ACERO AL CARBON SIN COSTURA 021.3 X 03.7 MM. ROSC. (1/2"" CED. 80)",
TSC1/2160R,"TUBO DE ACERO AL CARBON SIN COSTURA 021.3 X 04.8 MM. ROSC. (1/2"" CED.160)",
TSC140R,"TUBO DE ACERO AL CARBON SIN COSTURA 033.4 X 03.4 MM. ROSC. (1"" CED. 40)",
TSC180R,"TUBO DE ACERO AL CARBON SIN COSTURA 033.4 X 04.6 MM. ROSC. (1"" CED. 80)",
TSC11/440R,"TUBO DE ACERO AL CARBON SIN COSTURA 042.2 X 03.6 MM. ROSC. (1 1/4"" CED. 40)",
TSC11/240R,"TUBO DE ACERO AL CARBON SIN COSTURA 048.3 X 03.7 MM. ROSC. (1 1/2"" CED. 40)",
TSC11/280R,"TUBO DE ACERO AL CARBON SIN COSTURA 048.3 X 05.1 MM. ROSC. (1 1/2"" CED. 80)",
TSC280R,"TUBO DE ACERO AL CARBON SIN COSTURA 060.3 X 05.5 MM. ROSC. (2"" CED. 80)",
TSC240R,"TUBO DE ACERO AL CARBON SIN COSTURA 060.3 X 03.9 MM. ROSC. (2"" CED. 40)",
TSC21/280R,"TUBO DE ACERO AL CARBON SIN COSTURA 073.0 X 07.0 MM. ROSC. (2 1/2"" CED. 80)",
TSC340R,"TUBO DE ACERO AL CARBON SIN COSTURA 088.9 X 05.5 MM. ROSC. (3"" CED. 40)",
TSC1/240R,"TUBO DE ACERO AL CARBON SIN COSTURA 021.3 X 02.8 MM. ROSC. (1/2"" CED. 40)",
TSC540TM,"COD. ART. R01310002 TUBO DE ACERO AL CARBON SIN COSTURA ASTM A53 GR.B DE 5"" CED. 40",
TSC5120TM,"COD. ART. R96010001 TUBO DE ACERO AL CARBON SIN COSTURA ASTM A-53 GR. B DE 5"" CED. 120.",
TSC2440TM,"COD. ART. R02240007 TUBO DE ACERO AL CARBON SIN COSTURA ASTM-A-106 GR B DE 24"" DE DIAMETRO",
TSC3/880TM,"COD. ART. R03030004 TUBO DE ACERO AL CARBON SIN COSTURA ASTM-A-106 GR. B DE 3/8"" DE DIAMETRO",
TSC2040TM,"COD. ART. R02230006 TUBO DE ACERO AL CARBON SIN COSTURA ASTM-A-106 GR. B DE 20"" DE DIAMETRO",
TSC4160TM,"COD. ART. R05180001 TUBO DE ACERO AL CARBON SIN COSTURA ASTM-A-106 GR. B DE 4"" DE DIAMETRO",
TSC21/280TM,"TUBO DE ACERO AL CARBON SIN COSTURA ASTM-A-106 GR.B DE 2 1/2"" DE DIAMETRO CED. 80",
TSC480,"TUBO DE ACERO AL CARBON SIN COSTURA 114.3 X 08.6 MM. (4"" CED. 80)",
TSC31/240,"TUBO DE ACERO AL CARBON SIN COSTURA 101.6 X 05.7 MM. (3 1/2"" CED. 40)",
TSC31/280,"TUBO DE ACERO AL CARBON SIN COSTURA 101.6 X 08.1 MM. (3 1/2"" CED. 80)",
TSC4120,"TUBO DE ACERO AL CARBON SIN COSTURA 114.3 X 11.1 MM. (4"" CED.120)",
TSC4160,"TUBO DE ACERO AL CARBON SIN COSTURA 114.3 X 13.5 MM. (4"" CED.160)",
TSC440,"TUBO DE ACERO AL CARBON SIN COSTURA 114.3 X 06.0 MM. (4"" CED. 40)",
TSC1/440,"TUBO DE ACERO AL CARBON SIN COSTURA 013.7 X 02.2 MM. (1/4"" CED. 40)",
TSC1/480,"TUBO DE ACERO AL CARBON SIN COSTURA 013.7 X 03.0 MM. (1/4"" CED. 80)",
TSC5120,"TUBO DE ACERO AL CARBON SIN COSTURA 141.3 X 12.7 MM. (5"" CED.120)",
TSC5160,"TUBO DE ACERO AL CARBON SIN COSTURA 141.3 X 15.9 MM. (5"" CED.160)",
TSC540,"TUBO DE ACERO AL CARBON SIN COSTURA 141.3 X 06.5 MM. (5"" CED. 40)",
TSC580,"TUBO DE ACERO AL CARBON SIN COSTURA 141.3 X 09.5 MM. (5"" CED. 80)",
TSC680,"TUBO DE ACERO AL CARBON SIN COSTURA 168.3 X 11.0 MM. (6"" CED. 80)",
TSC6120,"TUBO DE ACERO AL CARBON SIN COSTURA 168.3 X 14.3 MM. (6"" CED.120)",
TSC6160,"TUBO DE ACERO AL CARBON SIN COSTURA 168.3 X 18.3 MM. (6"" CED.160)",
TSC6X6.3,"TUBO DE ACERO AL CARBON SIN COSTURA 168.3 X 06.3 MM. (6"" X 6.3 MM.)",
TSC640,"TUBO DE ACERO AL CARBON SIN COSTURA 168.3 X 07.1 MM. (6"" CED. 40)",
TSC3/840,"TUBO DE ACERO AL CARBON SIN COSTURA 017.1 X 02.3 MM. (3/8"" CED. 40)",
TSC3/880,"TUBO DE ACERO AL CARBON SIN COSTURA 017.1 X 03.2 MM. (3/8"" CED. 80)",
TSC1/240,"TUBO DE ACERO AL CARBON SIN COSTURA 021.3 X 02.8 MM. (1/2"" CED. 40)",
TSC1/280,"TUBO DE ACERO AL CARBON SIN COSTURA 021.3 X 03.7 MM. (1/2"" CED. 80)",
TSC1/2160,"TUBO DE ACERO AL CARBON SIN COSTURA 021.3 X 04.9 MM. (1/2"" CED.160)",
TSC1/2XXS,"TUBO DE ACERO AL CARBON SIN COSTURA 021.3 X 07.5 MM. (1/2"" CED. XXS)",
TSC880,"TUBO DE ACERO AL CARBON SIN COSTURA 219.1 X 12.7 MM. (8"" CED. 80)",
TSC8120,"TUBO DE ACERO AL CARBON SIN COSTURA 219.1 X 18.3 MM. (8"" CED.120)",
TSC820,"TUBO DE ACERO AL CARBON SIN COSTURA 219.1 X 06.3 MM. (8"" CED. 20)",
TSC830,"TUBO DE ACERO AL CARBON SIN COSTURA 219.1 X 07.0 MM. (8"" CED. 30)",
TSC840,"TUBO DE ACERO AL CARBON SIN COSTURA 219.1 X 08.2 MM. (8"" CED. 40)",
TSC3/440,"TUBO DE ACERO AL CARBON SIN COSTURA 026.7 X 02.9 MM. (3/4"" CED. 40)",
TSC3/480,"TUBO DE ACERO AL CARBON SIN COSTURA 026.7 X 03.9 MM. (3/4"" CED. 80)",
TSC3/4160,"TUBO DE ACERO AL CARBON SIN COSTURA 026.7 X 05.6 MM. (3/4"" CED.160)",
TSC3/4XXS,"TUBO DE ACERO AL CARBON SIN COSTURA 026.7 X 07.8 MM. (3/4"" CED. XXS)",
TSC1060,"TUBO DE ACERO AL CARBON SIN COSTURA 273.1 X 12.7 MM. (10"" CED. 60)",
TSC1080,"TUBO DE ACERO AL CARBON SIN COSTURA 273.1 X 15.1 MM. (10"" CED. 80)",
TSC1020,"TUBO DE ACERO AL CARBON SIN COSTURA 273.1 X 06.4 MM. (10"" CED. 20)",
TSC1040,"TUBO DE ACERO AL CARBON SIN COSTURA 273.1 X 09.3 MM. (10"" CED. 40)",
TSC1240,"TUBO DE ACERO AL CARBON SIN COSTURA 323.8 X 10.3 MM. (12"" CED. 40)",
TSC12X12.7,"TUBO DE ACERO AL CARBON SIN COSTURA 323.8 X 12.7 MM. (12"" X 1/2"")",
TSC1280,"TUBO DE ACERO AL CARBON SIN COSTURA 323.8 X 17.5 MM. (12"" CED. 80)",
TSC1220,"TUBO DE ACERO AL CARBON SIN COSTURA 323.8 X 06.3 MM. (12"" CED. 20)",
TSC1230,"TUBO DE ACERO AL CARBON SIN COSTURA 323.8 X 08.4 MM. (12"" CED. 30)",
TSC12X9.5,"TUBO DE ACERO AL CARBON SIN COSTURA 323.8 X 09.5 MM. (12"" X 3/8"")",
TSC140,"TUBO DE ACERO AL CARBON SIN COSTURA 033.4 X 03.4 MM. (1"" CED. 40)",
TSC180,"TUBO DE ACERO AL CARBON SIN COSTURA 033.4 X 04.6 MM. (1"" CED. 80)",
TSC1160,"TUBO DE ACERO AL CARBON SIN COSTURA 033.4 X 06.4 MM. (1"" CED.160)",
TSC1XXS,"TUBO DE ACERO AL CARBON SIN COSTURA 033.4 X 09.1 MM. (1"" CED. XXS)",
TSC1440,"TUBO DE ACERO AL CARBON SIN COSTURA 355.6 X 11.1 MM. (14"" CED. 40)",
TSC1420,"TUBO DE ACERO AL CARBON SIN COSTURA 355.6 X 07.9 MM. (14"" CED. 20)",
TSC1430,"TUBO DE ACERO AL CARBON SIN COSTURA 355.6 X 09.6 MM. (14"" CED. 30)",
TSC1640,"TUBO DE ACERO AL CARBON SIN COSTURA 406.4 X 12.7 MM. (16"" CED. 40)",
TSC1680,"TUBO DE ACERO AL CARBON SIN COSTURA 406.4 X 21.4 MM. (16"" CED. 80)",
TSC1630,"TUBO DE ACERO AL CARBON SIN COSTURA 406.4 X 09.6 MM. (16"" CED. 30)",
TSC11/440,"TUBO DE ACERO AL CARBON SIN COSTURA 042.2 X 03.6 MM. (1 1/4"" CED. 40)",
TSC11/480,"TUBO DE ACERO AL CARBON SIN COSTURA 042.2 X 04.9 MM. (1 1/4"" CED. 80)",
TSC11/4160,"TUBO DE ACERO AL CARBON SIN COSTURA 042.2 X 06.4 MM. (1 1/4"" CED.160)",
TSC18X12.7,"TUBO DE ACERO AL CARBON SIN COSTURA 457 X 12.7 MM. (18"" X 1/2"")",
TSC1840,"TUBO DE ACERO AL CARBON SIN COSTURA 457 X 14.3 MM. (18"" CED. 40)",
TSC1880,"TUBO DE ACERO AL CARBON SIN COSTURA 457 X 23.8 MM. (18"" CED. 80)",
TSC18X9.5,"TUBO DE ACERO AL CARBON SIN COSTURA 457 X 09.5 MM. (18"" X 3/8"")",
TSC11/2XXS,"TUBO DE ACERO AL CARBON SIN COSTURA 048.3 X 10.2 MM. (1 1/2"" CED. XXS)",
TSC11/240,"TUBO DE ACERO AL CARBON SIN COSTURA 048.3 X 03.7 MM. (1 1/2"" CED. 40)",
TSC11/280,"TUBO DE ACERO AL CARBON SIN COSTURA 048.3 X 05.1 MM. (1 1/2"" CED. 80)",
TSC11/2160,"TUBO DE ACERO AL CARBON SIN COSTURA 048.3 X 07.1 MM. (1 1/2"" CED. 160)",
TSC2030,"TUBO DE ACERO AL CARBON SIN COSTURA 508 X 12.7 MM. (20"" CED. 30)",
TSC2040,"TUBO DE ACERO AL CARBON SIN COSTURA 508 X 15.1 MM. (20"" CED. 40)",
TSC2080,"TUBO DE ACERO AL CARBON SIN COSTURA 508 X 26.2 MM. (20"" CED. 80)",
TSC2020,"TUBO DE ACERO AL CARBON SIN COSTURA 508 X 09.5 MM. (20"" CED. 20)",
TSC22X25.4,"TUBO DE ACERO AL CARBON SIN COSTURA 559 X 25.4 MM. (22"" X 1"")",
TSC2XXS,"TUBO DE ACERO AL CARBON SIN COSTURA 060.3 X 11.1 MM. (2"" CED. XXS)",
TSC240,"TUBO DE ACERO AL CARBON SIN COSTURA 060.3 X 03.9 MM. (2"" CED. 40)",
TSC280,"TUBO DE ACERO AL CARBON SIN COSTURA 060.3 X 05.5 MM. (2"" CED. 80)",
