CODIGO	CLAVE	DESCRIPCION	
01200425	BSW3/4300CRB80	"BRIDA DE ACERO CAJA SOLDAR CARA REALZ. 21 K DE 019 MM. B. 80 (SW 300 LBS. 3/4"")"	
01200427	BSW3/4300CRBXS	"BRIDA DE ACERO CAJA SOLDAR CARA REALZ. 21 K DE 019 MM. B. XS (SW 300 LBS. 3/4"")"	
01200429	BSW1300CRB80	"BRIDA DE ACERO CAJA SOLDAR CARA REALZ. 21 K DE 025 MM. B. 80 (SW 300 LBS. 1"")"	
01200430	BSW1300CR	"BRIDA DE ACERO CAJA SOLDAR CARA REALZ. 21 K DE 025 MM. B. STD. (SW 300 LBS. 1"")"	
01200468	BSW1300CRBXXS	"BRIDA DE ACERO CAJA SOLDAR CARA REALZ. 21 K DE 025 MM. B. XXS (SW 300 LBS. 1"")"	
01200474	BSW11/2300CRB160	"BRIDA DE ACERO CAJA SOLDAR CARA REALZ. 21 K DE 038 MM. B. 160 (SW 300 LBS. 1 1/2"")"	
01200433	BSW11/2300CRB80	"BRIDA DE ACERO CAJA SOLDAR CARA REALZ. 21 K DE 038 MM. B. 80 (SW 300 LBS. 1 1/2"")"	
01200436	BSW2300CR	"BRIDA DE ACERO CAJA SOLDAR CARA REALZ. 21 K DE 051 MM. B. STD. (SW 300 LBS. 2"")"	
01200437	BSW2300CRBXS	"BRIDA DE ACERO CAJA SOLDAR CARA REALZ. 21 K DE 051 MM. B. XS (SW 300 LBS. 2"")"	
01200470	BSW1/2600CRB160	"BRIDA DE ACERO CAJA SOLDAR CARA REALZ. 42 K DE 013 MM. B. 160 (SW 600 LBS. 1/2"")"	
01200445	BSW3/4600CRB160	"BRIDA DE ACERO CAJA SOLDAR CARA REALZ. 42 K DE 019 MM. B. 160 (SW 600 LBS. 3/4"")"	
01200446	BSW3/4600CRB80	"BRIDA DE ACERO CAJA SOLDAR CARA REALZ. 42 K DE 019 MM. B. 80 (SW 600 LBS. 3/4"")"	
01200471	BSW3/4600CRBXXS	"BRIDA DE ACERO CAJA SOLDAR CARA REALZ. 42 K DE 019 MM. B. XXS (SW 600 LBS. 3/4"")"	
01200450	BSW1600CRB160	"BRIDA DE ACERO CAJA SOLDAR CARA REALZ. 42 K DE 025 MM. B. 160 (SW 600 LBS. 1"")"	
01200455	BSW11/2600CRB160	"BRIDA DE ACERO CAJA SOLDAR CARA REALZ. 42 K DE 038 MM. B. 160 (SW 600 LBS. 1 1/2"")"	
01200472	BSW2600CRB160	"BRIDA DE ACERO CAJA SOLDAR CARA REALZ. 42 K DE 051 MM. B. 160 (SW 600 LBS. 2"")"	
01200459	BSW2600CRB80	"BRIDA DE ACERO CAJA SOLDAR CARA REALZ. 42 K DE 051 MM. B. 80 (SW 600 LBS. 2"")"	
01200460	BSW2600CR	"BRIDA DE ACERO CAJA SOLDAR CARA REALZ. 42 K DE 051 MM. B. STD. (SW 600 LBS. 2"")"	
01200486	BSW11/21500RTJB160	"BRIDA DE ACERO CAJA SOLDAR RTJ 105 K DE 038 MM. B. 160 (SW 1500 LBS. 1 1/2"")"	
01200477	BSW3/4600RTJB80	"BRIDA DE ACERO CAJA SOLDAR RTJ 42 K DE 019 MM. B. 80 (SW 600 LBS. 3/4"")"	
01200495	BC3/4150CP	"BRIDA DE ACERO CIEGA CARA PLANA 10.5 K DE 019 MM. (150 LBS. 3/4"")"	
01200491	BC4150CP	"BRIDA DE ACERO CIEGA CARA PLANA 10.5 K DE 102 MM. (150 LBS. 4"")"	
01200500	BC12150CP	"BRIDA DE ACERO CIEGA CARA PLANA 10.5 K DE 305 MM. (150 LBS. 12"")"	
01200566	BC1/2150CR	"BRIDA DE ACERO CIEGA CARA REALZADA 10.5 K DE 013 MM. (150 LBS. 1/2"")"	
01200570	BC3/4150CR	"BRIDA DE ACERO CIEGA CARA REALZADA 10.5 K DE 019 MM. (150 LBS. 3/4"")"	
01200571	BC3/4150CRG	"BRIDA DE ACERO CIEGA CARA REALZADA 10.5 K DE 019 MM. GALV. (150 LBS. 3/4"")"	
01200573	BC1150CR	"BRIDA DE ACERO CIEGA CARA REALZADA 10.5 K DE 025 MM. (150 LBS. 1"")"	
01200574	BC1150CRG	"BRIDA DE ACERO CIEGA CARA REALZADA 10.5 K DE 025 MM. GALV. (150 LBS. 1"")"	
01200577	BC11/4150CR	"BRIDA DE ACERO CIEGA CARA REALZADA 10.5 K DE 032 MM. (150 LBS. 1 1/4"")"	
01200580	BC11/2150CR	"BRIDA DE ACERO CIEGA CARA REALZADA 10.5 K DE 038 MM. (150 LBS. 1 1/2"")"	
01200653	BC11/2150CRG	"BRIDA DE ACERO CIEGA CARA REALZADA 10.5 K DE 038 MM. GALV. (150 LBS. 1 1/2"")"	
01200586	BC2150CRE	"BRIDA DE ACERO CIEGA CARA REALZADA 10.5 K DE 051 MM. (150 LBS. 2"")"	
01200587	BC2150CRG	"BRIDA DE ACERO CIEGA CARA REALZADA 10.5 K DE 051 MM. GALV. (150 LBS. 2"")"	
01200589	BC21/2150CR	"BRIDA DE ACERO CIEGA CARA REALZADA 10.5 K DE 064 MM. (150 LBS. 2 1/2"")"	
01200591	BC3150CRE	"BRIDA DE ACERO CIEGA CARA REALZADA 10.5 K DE 076 MM. (150 LBS. 3"")"	
01200563	BC4150CR	"BRIDA DE ACERO CIEGA CARA REALZADA 10.5 K DE 102 MM. (150 LBS. 4"")"	
01200565	BC5150CR	"BRIDA DE ACERO CIEGA CARA REALZADA 10.5 K DE 127 MM. (150 LBS. 5"")"	
01200568	BC6150CR	"BRIDA DE ACERO CIEGA CARA REALZADA 10.5 K DE 152 MM. (150 LBS. 6"")"	
01200562	BC60150CR	"BRIDA DE ACERO CIEGA CARA REALZADA 10.5 K DE 1524 MM. (150 LBS. 60"")"	
01200572	BC8150CRE	"BRIDA DE ACERO CIEGA CARA REALZADA 10.5 K DE 203 MM. (150 LBS. 8"")"	
01200575	BC10150CR	"BRIDA DE ACERO CIEGA CARA REALZADA 10.5 K DE 254 MM. (150 LBS. 10"")"	
01200576	BC12150CR	"BRIDA DE ACERO CIEGA CARA REALZADA 10.5 K DE 305 MM. (150 LBS. 12"")"	
01200579	BC14150CRE	"BRIDA DE ACERO CIEGA CARA REALZADA 10.5 K DE 356 MM. (150 LBS. 14"")"	
01200582	BC16150CR	"BRIDA DE ACERO CIEGA CARA REALZADA 10.5 K DE 406 MM. (150 LBS. 16"")"	
01200584	BC20150CR	"BRIDA DE ACERO CIEGA CARA REALZADA 10.5 K DE 508 MM. (150 LBS. 20"")"	
01200607	BC1/2300CR	"BRIDA DE ACERO CIEGA CARA REALZADA 21 K DE 013 MM. (300 LBS. 1/2"")"	
01200613	BC1300CR	"BRIDA DE ACERO CIEGA CARA REALZADA 21 K DE 025 MM. (300 LBS. 1"")"	
01200617	BC11/4300CR	"BRIDA DE ACERO CIEGA CARA REALZADA 21 K DE 032 MM. (300 LBS. 1 1/4"")"	
01200619	BC11/2300CR	"BRIDA DE ACERO CIEGA CARA REALZADA 21 K DE 038 MM. (300 LBS. 1 1/2"")"	
01200624	BC2300CR	"BRIDA DE ACERO CIEGA CARA REALZADA 21 K DE 051 MM. (300 LBS. 2"")"	
01200628	BC21/2300CR	"BRIDA DE ACERO CIEGA CARA REALZADA 21 K DE 064 MM. (300 LBS. 2 1/2"")"	
01200630	BC3300CR	"BRIDA DE ACERO CIEGA CARA REALZADA 21 K DE 076 MM. (300 LBS. 3"")"	
01200601	BC4300CR	"BRIDA DE ACERO CIEGA CARA REALZADA 21 K DE 102 MM. (300 LBS. 4"")"	
01200605	BC5300CR	"BRIDA DE ACERO CIEGA CARA REALZADA 21 K DE 127 MM. (300 LBS. 5"")"	
01200608	BC6300CR	"BRIDA DE ACERO CIEGA CARA REALZADA 21 K DE 152 MM. (300 LBS. 6"")"	
01200611	BC8300CR	"BRIDA DE ACERO CIEGA CARA REALZADA 21 K DE 203 MM. (300 LBS. 8"")"	
01200614	BC10300CR	"BRIDA DE ACERO CIEGA CARA REALZADA 21 K DE 254 MM. (300 LBS. 10"")"	
01200616	BC12300CR	"BRIDA DE ACERO CIEGA CARA REALZADA 21 K DE 305 MM. (300 LBS. 12"")"	
01200618	BC14300CRE	"BRIDA DE ACERO CIEGA CARA REALZADA 21 K DE 356 MM. (300 LBS. 14"")"	
01200626	BC24300CR	"BRIDA DE ACERO CIEGA CARA REALZADA 21 K DE 610 MM. (300 LBS. 24"")"	
01212794	BC3/4600CRLF2	"BRIDA DE ACERO CIEGA CARA REALZADA 42 K DE 019 MM. LF2 (600 LBS. 3/4"")"	
01200643	BC11/2600CR	"BRIDA DE ACERO CIEGA CARA REALZADA 42 K DE 038 MM. (600 LBS. 1 1/2"")"	
01200647	BC2600CR	"BRIDA DE ACERO CIEGA CARA REALZADA 42 K DE 051 MM. (600 LBS. 2"")"	
01200649	BC21/2600CR	"BRIDA DE ACERO CIEGA CARA REALZADA 42 K DE 064 MM. (600 LBS. 2 1/2"")"	
01200650	BC3600CR	"BRIDA DE ACERO CIEGA CARA REALZADA 42 K DE 076 MM. (600 LBS. 3"")"	
01200633	BC4600CR	"BRIDA DE ACERO CIEGA CARA REALZADA 42 K DE 102 MM. (600 LBS. 4"")"	
01200635	BC6600CR	"BRIDA DE ACERO CIEGA CARA REALZADA 42 K DE 152 MM. (600 LBS. 6"")"	
01200637	BC8600CR	"BRIDA DE ACERO CIEGA CARA REALZADA 42 K DE 203 MM. (600 LBS. 8"")"	
01200640	BC12600CR	"BRIDA DE ACERO CIEGA CARA REALZADA 42 K DE 305 MM. (600 LBS. 12"")"	
01200645	BC18600CR	"BRIDA DE ACERO CIEGA CARA REALZADA 42 K DE 457 MM. (600 LBS. 18"")"	
01200488	BC4150RTJ	"BRIDA DE ACERO CIEGA RTJ 10.5 K DE 102 MM. (150 LBS. 4"")"	
01200706	BWN2150CP	"BRIDA DE ACERO CON CUELLO CARA PLANA 10.5 K DE 051 MM. B. STD. (WN 150 LBS. 2"")"	
01200713	BWN3150CP	"BRIDA DE ACERO CON CUELLO CARA PLANA 10.5 K DE 076 MM. B. STD. (WN 150 LBS. 3"")"	
01200682	BWN4150CP	"BRIDA DE ACERO CON CUELLO CARA PLANA 10.5 K DE 102 MM. B. STD. (WN 150 LBS. 4"")"	
01200683	BWN5150CP	"BRIDA DE ACERO CON CUELLO CARA PLANA 10.5 K DE 127 MM. B. STD. (WN 150 LBS. 5"")"	
01200774	BWN1/2150CRB80	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 013 MM. B. 80 (WN 150 LBS. 1/2"")"	
01200775	BWN1/2150CR	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 013 MM. B. STD. (WN 150 LBS. 1/2"")"	
01200782	BWN3/4150CRB80	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 019 MM. B. 80 (WN 150 LBS. 3/4"")"	
01200783	BWN3/4150CR	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 019 MM. B.STD. (WN 150 LBS. 3/4"")"	
01200792	BWN1150CRB80	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 025 MM. B. 80 (WN 150 LBS. 1"")"	
01200794	BWN1150CR	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 025 MM. B. STD. (WN 150 LBS. 1"")"	
01200795	BWN1150CRBXS	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 025 MM. B. XS (WN 150 LBS. 1"")"	
01200811	BWN11/4150CRB80	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 032 MM. B. 80 (WN 150 LBS. 1 1/4"")"	
01200812	BWN11/4150CR	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 032 MM. B. STD. (WN 150 LBS. 1 1/4"")"	
01200823	BWN11/2150CRB160	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 038 MM. B. 160 (WN 150 LBS. 1 1/2"")"	
01200824	BWN11/2150CRB80	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 038 MM. B. 80 (WN 150 LBS. 1 1/2"")"	
01200825	BWN11/2150CR	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 038 MM. B. STD. (WN 150 LBS. 1 1/2"")"	
01200839	BWN2150CRB160	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 051 MM. B. 160 (WN 150 LBS. 2"")"	
01200840	BWN2150CRB80E	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 051 MM. B. 80 (WN 150 LBS. 2"")"	
01200842	BWN2150CR	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 051 MM. B. STD. (WN 150 LBS. 2"")"	
01200843	BWN2150CRG	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 051 MM. GALV. (WN 150 LBS. 2"")"	
01200850	BWN21/2150CRB80	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 064 MM. B. 80 (WN 150 LBS. 2 1/2"")"	
01200851	BWN21/2150CR	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 064 MM. B. STD. (WN 150 LBS. 2 1/2"")"	
01200855	BWN3150CRB160	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 076 MM. B. 160 (WN 150 LBS. 3"")"	
01200856	BWN3150CR	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 076 MM. B. STD. (WN 150 LBS. 3"")"	
01200857	BWN3150CRBXS	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 076 MM. B. XS (WN 150 LBS. 3"")"	
01200763	BWN4150CRB160	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 102 MM. B. 160 (WN 150 LBS. 4"")"	
01200764	BWN4150CRB80	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 102 MM. B. 80 (WN 150 LBS. 4"")"	
01200766	BWN4150CR	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 102 MM. B. STD. (WN 150 LBS. 4"")"	
01200767	BWN4150CRBXS	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 102 MM. B. XS (WN 150 LBS. 4"")"	
01200768	BWN4150CRG	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 102 MM. GALV. (WN 150 LBS. 4"")"	
01200771	BWN5150CRB80	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 127 MM. B. 80 (WN 150 LBS. 5"")"	
01200772	BWN5150CR	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 127 MM. B. STD. (WN 150 LBS. 5"")"	
01200779	BWN6150CRB80	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 152 MM. B. 80 (WN 150 LBS. 6"")"	
01200780	BWN6150CR	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 152 MM. B. STD. (WN 150 LBS. 6"")"	
01200787	BWN8150CRB80	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 203 MM. B. 80 (WN 150 LBS. 8"")"	
01200788	BWN8150CR	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 203 MM. B. STD. (WN 150 LBS. 8"")"	
01200802	BWN10150CR	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 254 MM. B. STD. (WN 150 LBS. 10"")"	
01200804	BWN10150CRBXS	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 254 MM. B. XS (WN 150 LBS. 10"")"	
01200809	BWN12150CR	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 305 MM. B. STD. (WN 150 LBS. 12"")"	
01200810	BWN12150CRBXSE	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 305 MM. B. XS (WN 150 LBS. 12"")"	
01200821	BWN14150CR	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 356 MM. B. STD. (WN 150 LBS. 14"")"	
01200822	BWN14150CRBXS	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 356 MM. B. XS (WN 150 LBS. 14"")"	
01200831	BWN16150CR	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 406 MM. B. 20 (WN 150 LBS. 16"")"	
01201027	BWN16150CRB60	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 406 MM. B. 60 (WN 150 LBS. 16"")"	
01200832	BWN16150CRBXS	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 406 MM. B. XS (WN 150 LBS. 16"")"	
01200834	BWN18150CR	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 457 MM. B. STD. (WN 150 LBS. 18"")"	
01200835	BWN18150CRBXS	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 457 MM. B. XS (WN 150 LBS. 18"")"	
01200837	BWN20150CR	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 508 MM. B. STD. (WN 150 LBS. 20"")"	
01200847	BWN24150CR	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 610 MM. B.STD. (WN 150 LBS. 24"")"	
01200335	BWN36150CR	"BRIDA DE ACERO CON CUELLO CARA REALZ. 10.5 K DE 914 MM. B. STD. (WN 150 LBS. 36"")"	
01201035	BWN1/2300CRB80	"BRIDA DE ACERO CON CUELLO CARA REALZ. 21 K DE 013 MM. B. 80 (WN 300 LBS. 1/2"")"	
01200890	BWN3/4300CRB80	"BRIDA DE ACERO CON CUELLO CARA REALZ. 21 K DE 019 MM. B. 80 (WN 300 LBS. 3/4"")"	
01200891	BWN3/4300CR	"BRIDA DE ACERO CON CUELLO CARA REALZ. 21 K DE 019 MM. B. STD. (WN 300 LBS. 3/4"")"	
01200898	BWN1300CRB160	"BRIDA DE ACERO CON CUELLO CARA REALZ. 21 K DE 025 MM. B. 160 (WN 300 LBS. 1"")"	
01200899	BWN1300CRB80	"BRIDA DE ACERO CON CUELLO CARA REALZ. 21 K DE 025 MM. B. 80 (WN 300 LBS. 1"")"	
01200900	BWN1300CR	"BRIDA DE ACERO CON CUELLO CARA REALZ. 21 K DE 025 MM. B. STD. (WN 300 LBS. 1"")"	
01200915	BWN11/4300CRE	"BRIDA DE ACERO CON CUELLO CARA REALZ. 21 K DE 032 MM. B. STD. (WN 300 LBS. 1 1/4"")"	
01200921	BWN11/2300CRB80E	"BRIDA DE ACERO CON CUELLO CARA REALZ. 21 K DE 038 MM. B. 80 (WN 300 LBS. 1 1/2"")"	
01200922	BWN11/2300CRE	"BRIDA DE ACERO CON CUELLO CARA REALZ. 21 K DE 038 MM. B. STD. (WN 300 LBS. 1 1/2"")"	
01200937	BWN2300CRB160	"BRIDA DE ACERO CON CUELLO CARA REALZ. 21 K DE 051 MM. B. 160 (WN 300 LBS. 2"")"	
01200938	BWN2300CRB80E	"BRIDA DE ACERO CON CUELLO CARA REALZ. 21 K DE 051 MM. B. 80 (WN 300 LBS. 2"")"	
01200940	BWN2300CR	"BRIDA DE ACERO CON CUELLO CARA REALZ. 21 K DE 051 MM. B. STD. (WN 300 LBS. 2"")"	
01200946	BWN21/2300CRB80	"BRIDA DE ACERO CON CUELLO CARA REALZ. 21 K DE 064 MM. B. 80 (WN 300 LBS. 2 1/2"")"	
